time	W	temp4	temp5	temp6	temp7
1618511431.777836	10.237	74.0	77.0	79.0	69.0	
1618511431.8116715	10.023	74.0	78.0	78.0	69.0	
1618511431.8436882	10.023	74.0	78.0	79.0	68.0	
1618511431.8807864	10.023	73.0	78.0	79.0	69.0	
1618511431.9160795	10.023	74.0	78.0	79.0	68.0	
1618511431.9482458	10.023	74.0	78.0	79.0	69.0	
1618511431.987448	10.023	74.0	78.0	80.0	69.0	
1618511432.0246766	10.023	74.0	78.0	80.0	70.0	
1618511432.0594285	10.023	75.0	79.0	80.0	69.0	
1618511432.094147	10.023	75.0	79.0	80.0	69.0	
1618511432.13178	10.023	74.0	79.0	80.0	69.0	
1618511432.1673527	10.023	73.0	78.0	80.0	69.0	
1618511432.2034988	10.023	74.0	78.0	81.0	69.0	
1618511432.2398443	10.023	73.0	79.0	81.0	69.0	
1618511432.2773476	10.023	74.0	78.0	79.0	69.0	
1618511432.3104446	10.023	75.0	78.0	80.0	70.0	
1618511432.343188	10.023	74.0	79.0	79.0	69.0	
1618511432.3770614	10.023	74.0	79.0	80.0	69.0	
1618511432.4147997	10.023	74.0	79.0	80.0	68.0	
1618511432.4527915	10.023	74.0	79.0	79.0	69.0	
1618511432.4859412	10.023	74.0	79.0	79.0	68.0	
1618511432.5200694	10.023	75.0	79.0	79.0	69.0	
1618511432.5553067	10.023	73.0	79.0	80.0	69.0	
1618511432.5872386	10.023	73.0	78.0	79.0	69.0	
1618511432.624346	10.023	75.0	78.0	79.0	70.0	
1618511432.6599603	10.023	74.0	78.0	80.0	69.0	
1618511432.6925778	10.023	74.0	79.0	80.0	69.0	
1618511432.7284012	10.023	75.0	79.0	80.0	69.0	
1618511432.7652912	10.023	74.0	78.0	80.0	69.0	
1618511432.8013191	10.023	74.0	79.0	80.0	69.0	
1618511432.8381107	9.993	74.0	79.0	79.0	68.0	
1618511432.877369	9.993	75.0	79.0	80.0	69.0	
1618511432.913396	9.993	74.0	79.0	80.0	69.0	
1618511432.9500778	9.993	74.0	79.0	80.0	69.0	
1618511432.9883409	9.993	75.0	79.0	80.0	69.0	
1618511433.0247734	9.993	74.0	79.0	81.0	69.0	
1618511433.0602572	9.993	74.0	79.0	79.0	69.0	
1618511433.0951893	9.993	75.0	79.0	81.0	69.0	
1618511433.1289356	9.993	75.0	79.0	80.0	69.0	
1618511433.1634862	9.993	74.0	79.0	81.0	69.0	
1618511433.1960385	9.993	75.0	79.0	81.0	70.0	
1618511433.2320778	9.993	74.0	79.0	80.0	69.0	
1618511433.2666419	9.993	75.0	80.0	80.0	69.0	
1618511433.3035998	9.993	75.0	79.0	80.0	70.0	
1618511433.3380105	9.993	75.0	79.0	81.0	70.0	
1618511433.378512	9.993	74.0	79.0	80.0	69.0	
1618511433.412573	9.993	75.0	79.0	80.0	69.0	
1618511433.4510944	9.993	74.0	79.0	80.0	69.0	
1618511433.4864352	9.993	76.0	79.0	80.0	69.0	
1618511433.5227222	9.993	74.0	79.0	80.0	69.0	
1618511433.554815	9.993	74.0	79.0	80.0	70.0	
1618511433.5911624	9.993	74.0	79.0	80.0	69.0	
1618511433.625307	9.993	75.0	79.0	81.0	70.0	
1618511433.658255	9.993	76.0	79.0	80.0	70.0	
1618511433.6936998	9.993	74.0	79.0	79.0	70.0	
1618511433.7310827	10.035	74.0	79.0	80.0	70.0	
1618511433.7660534	10.035	75.0	79.0	81.0	70.0	
1618511433.8035893	10.035	73.0	79.0	80.0	70.0	
1618511433.8379433	10.035	74.0	79.0	80.0	70.0	
1618511433.87093	10.035	75.0	79.0	81.0	70.0	
1618511433.9066958	10.035	75.0	79.0	80.0	69.0	
1618511433.9422822	10.035	75.0	79.0	81.0	70.0	
1618511433.9799652	10.035	75.0	79.0	80.0	70.0	
1618511434.0159369	10.035	75.0	80.0	81.0	71.0	
1618511434.054596	10.035	74.0	79.0	80.0	70.0	
1618511434.0887167	10.035	75.0	80.0	81.0	70.0	
1618511434.123447	10.035	76.0	80.0	81.0	70.0	
1618511434.1562326	10.035	75.0	80.0	80.0	70.0	
1618511434.1952507	10.035	75.0	79.0	80.0	70.0	
1618511434.234124	10.035	75.0	79.0	80.0	70.0	
1618511434.2701633	10.035	75.0	79.0	81.0	70.0	
1618511434.3082135	10.035	75.0	80.0	81.0	70.0	
1618511434.3473306	10.035	74.0	79.0	80.0	70.0	
1618511434.3826485	10.035	75.0	79.0	81.0	70.0	
1618511434.4159696	10.035	75.0	79.0	80.0	70.0	
1618511434.4530458	10.035	74.0	80.0	81.0	70.0	
1618511434.4890716	10.035	73.0	79.0	81.0	70.0	
1618511434.5234005	10.035	75.0	79.0	81.0	70.0	
1618511434.5587096	10.035	76.0	79.0	81.0	70.0	
1618511434.5943398	10.035	76.0	79.0	81.0	70.0	
1618511434.627958	10.035	75.0	79.0	80.0	70.0	
1618511434.665081	10.035	75.0	80.0	81.0	70.0	
1618511434.7035575	10.035	75.0	80.0	81.0	70.0	
1618511434.7378328	10.035	74.0	80.0	81.0	70.0	
1618511434.7723403	10.035	75.0	80.0	81.0	70.0	
1618511434.8063397	10.035	75.0	80.0	81.0	70.0	
1618511434.8394592	10.035	76.0	80.0	81.0	71.0	
1618511434.8750365	9.729	75.0	80.0	81.0	71.0	
1618511434.9107313	9.729	74.0	80.0	81.0	70.0	
1618511434.9485724	9.729	76.0	80.0	81.0	70.0	
1618511434.9839542	9.729	75.0	80.0	82.0	71.0	
1618511435.0224602	9.729	75.0	80.0	81.0	70.0	
1618511435.0582702	9.729	76.0	80.0	82.0	71.0	
1618511435.0926397	9.729	75.0	80.0	82.0	70.0	
1618511435.1276903	9.729	76.0	81.0	81.0	71.0	
1618511435.1594496	9.729	76.0	81.0	82.0	71.0	
1618511435.1956506	9.729	76.0	80.0	81.0	70.0	
1618511435.2340086	9.729	75.0	80.0	81.0	71.0	
1618511435.2687156	9.729	75.0	81.0	81.0	70.0	
1618511435.303961	9.729	76.0	80.0	81.0	71.0	
1618511435.3397343	9.729	76.0	80.0	80.0	71.0	
1618511435.3754241	9.729	75.0	81.0	81.0	71.0	
1618511435.4104934	9.729	76.0	80.0	82.0	71.0	
1618511435.4437807	9.729	76.0	81.0	82.0	70.0	
1618511435.4768023	9.729	76.0	80.0	82.0	71.0	
1618511435.511609	9.729	75.0	81.0	82.0	71.0	
1618511435.5483203	9.729	77.0	80.0	81.0	70.0	
1618511435.5835564	9.729	76.0	80.0	82.0	70.0	
1618511435.621086	9.729	76.0	80.0	81.0	70.0	
1618511435.656106	9.729	75.0	80.0	82.0	71.0	
1618511435.6919596	9.729	75.0	80.0	82.0	71.0	
1618511435.728291	9.729	76.0	80.0	81.0	71.0	
1618511435.7632313	9.729	76.0	80.0	81.0	71.0	
1618511435.797469	9.729	76.0	80.0	82.0	71.0	
1618511435.8332522	9.729	75.0	80.0	82.0	70.0	
1618511435.8704429	9.729	76.0	80.0	82.0	71.0	
1618511435.9068813	10.363	76.0	81.0	82.0	71.0	
1618511435.9416745	10.363	75.0	81.0	82.0	71.0	
1618511435.976469	10.363	75.0	80.0	83.0	71.0	
1618511436.0144248	10.363	76.0	80.0	83.0	71.0	
1618511436.0514448	10.363	75.0	81.0	82.0	71.0	
1618511436.086347	10.363	76.0	81.0	82.0	71.0	
1618511436.119947	10.363	76.0	81.0	82.0	71.0	
1618511436.1515965	10.363	75.0	81.0	82.0	71.0	
1618511436.1854372	10.363	76.0	81.0	82.0	71.0	
1618511436.220053	10.363	76.0	81.0	82.0	71.0	
1618511436.2522154	10.363	75.0	81.0	82.0	71.0	
1618511436.2891376	10.363	77.0	80.0	82.0	71.0	
1618511436.3241682	10.363	76.0	80.0	82.0	71.0	
1618511436.3598285	10.363	76.0	81.0	82.0	71.0	
1618511436.3961256	10.363	77.0	80.0	81.0	71.0	
1618511436.431763	10.363	76.0	81.0	81.0	71.0	
1618511436.4673004	10.363	76.0	81.0	82.0	71.0	
1618511436.5026543	10.363	76.0	81.0	82.0	71.0	
1618511436.5379076	10.363	76.0	81.0	83.0	71.0	
1618511436.5726213	10.363	75.0	81.0	83.0	71.0	
1618511436.6080642	10.363	75.0	81.0	82.0	71.0	
1618511436.6435602	10.363	76.0	81.0	81.0	71.0	
1618511436.6791549	10.363	76.0	81.0	83.0	71.0	
1618511436.7119408	10.363	77.0	81.0	83.0	71.0	
1618511436.7452195	10.363	76.0	81.0	83.0	72.0	
1618511436.7812502	10.363	75.0	81.0	82.0	71.0	
1618511436.817243	10.244	76.0	81.0	81.0	71.0	
1618511436.8556056	10.244	75.0	81.0	82.0	71.0	
1618511436.8879132	10.244	75.0	81.0	82.0	71.0	
1618511436.9235733	10.244	77.0	81.0	82.0	71.0	
1618511436.9565146	10.244	76.0	81.0	82.0	71.0	
1618511436.9921887	10.244	77.0	81.0	83.0	72.0	
1618511437.0278027	10.244	77.0	81.0	83.0	72.0	
1618511437.0621812	10.244	76.0	81.0	82.0	71.0	
1618511437.0986676	10.244	77.0	81.0	83.0	72.0	
1618511437.1310701	10.244	77.0	82.0	83.0	72.0	
1618511437.1680765	10.244	76.0	81.0	82.0	71.0	
1618511437.2027328	10.244	76.0	81.0	82.0	71.0	
1618511437.2387514	10.244	75.0	82.0	82.0	72.0	
1618511437.273445	10.244	77.0	81.0	82.0	72.0	
1618511437.3053312	10.244	76.0	81.0	82.0	72.0	
1618511437.3412201	10.244	77.0	81.0	83.0	71.0	
1618511437.3778872	10.244	77.0	81.0	81.0	72.0	
1618511437.411852	10.244	77.0	81.0	83.0	71.0	
1618511437.447866	10.244	77.0	81.0	82.0	71.0	
1618511437.4804688	10.244	77.0	81.0	82.0	72.0	
1618511437.5123062	10.244	76.0	82.0	81.0	71.0	
1618511437.5483863	10.244	77.0	82.0	82.0	71.0	
1618511437.583161	10.244	77.0	82.0	83.0	71.0	
1618511437.6183188	10.244	77.0	82.0	82.0	71.0	
1618511437.652968	10.244	77.0	82.0	83.0	71.0	
1618511437.6888883	10.244	76.0	82.0	82.0	72.0	
1618511437.722214	10.244	76.0	82.0	81.0	71.0	
1618511437.7595687	10.244	77.0	82.0	82.0	72.0	
1618511437.795536	10.244	76.0	82.0	82.0	72.0	
1618511437.830952	10.405	76.0	81.0	82.0	72.0	
1618511437.8677988	10.405	77.0	81.0	82.0	72.0	
1618511437.8992808	10.405	76.0	81.0	81.0	72.0	
1618511437.9331787	10.405	76.0	81.0	82.0	72.0	
1618511437.969229	10.405	77.0	81.0	82.0	71.0	
1618511438.0030928	10.405	77.0	81.0	82.0	71.0	
1618511438.0391517	10.405	77.0	81.0	82.0	72.0	
1618511438.0741222	10.405	77.0	82.0	83.0	72.0	
1618511438.1119394	10.405	77.0	82.0	82.0	72.0	
1618511438.1496074	10.405	77.0	81.0	83.0	72.0	
1618511438.1854644	10.405	76.0	81.0	83.0	72.0	
1618511438.2200036	10.405	77.0	82.0	83.0	72.0	
1618511438.2554417	10.405	77.0	81.0	83.0	72.0	
1618511438.2929664	10.405	76.0	82.0	83.0	71.0	
1618511438.3250487	10.405	76.0	82.0	83.0	72.0	
1618511438.3588068	10.405	75.0	82.0	83.0	71.0	
1618511438.3988373	10.405	76.0	82.0	83.0	71.0	
1618511438.43276	10.405	76.0	82.0	82.0	72.0	
1618511438.467176	10.405	77.0	82.0	83.0	72.0	
1618511438.4996114	10.405	76.0	82.0	82.0	71.0	
1618511438.5360982	10.405	77.0	81.0	82.0	71.0	
1618511438.5720906	10.405	77.0	82.0	82.0	72.0	
1618511438.6102135	10.405	76.0	81.0	83.0	72.0	
1618511438.64477	10.405	77.0	82.0	82.0	72.0	
1618511438.6793082	10.405	77.0	81.0	83.0	72.0	
1618511438.7179866	10.405	76.0	82.0	81.0	71.0	
1618511438.7520006	10.222	77.0	82.0	83.0	71.0	
1618511438.7840471	10.222	76.0	82.0	83.0	71.0	
1618511438.8205507	10.222	76.0	82.0	83.0	71.0	
1618511438.8544533	10.222	77.0	82.0	82.0	72.0	
1618511438.8916612	10.222	76.0	82.0	82.0	72.0	
1618511438.9266274	10.222	77.0	82.0	83.0	72.0	
1618511438.9636893	10.222	78.0	82.0	83.0	71.0	
1618511438.9985032	10.222	77.0	82.0	83.0	72.0	
1618511439.034509	10.222	77.0	82.0	82.0	72.0	
1618511439.071071	10.222	77.0	82.0	83.0	72.0	
1618511439.1070168	10.222	77.0	82.0	83.0	72.0	
1618511439.139406	10.222	77.0	82.0	83.0	72.0	
1618511439.1735146	10.222	77.0	82.0	83.0	72.0	
1618511439.2106376	10.222	77.0	82.0	83.0	72.0	
1618511439.2465343	10.222	78.0	82.0	83.0	72.0	
1618511439.2805912	10.222	76.0	82.0	83.0	72.0	
1618511439.3118844	10.222	78.0	82.0	83.0	72.0	
1618511439.3463888	10.222	76.0	82.0	83.0	72.0	
1618511439.3792434	10.222	78.0	82.0	83.0	72.0	
1618511439.4117615	10.222	78.0	82.0	83.0	71.0	
1618511439.4474745	10.222	78.0	82.0	83.0	72.0	
1618511439.4859219	10.222	77.0	82.0	83.0	72.0	
1618511439.5214791	10.222	76.0	82.0	83.0	72.0	
1618511439.5597034	10.222	77.0	82.0	83.0	72.0	
1618511439.591443	10.222	78.0	82.0	83.0	72.0	
1618511439.624864	10.222	78.0	82.0	82.0	72.0	
1618511439.6625178	10.222	77.0	82.0	82.0	72.0	
1618511439.6945643	10.222	78.0	82.0	83.0	72.0	
1618511439.7315896	10.222	76.0	82.0	83.0	72.0	
1618511439.7696905	10.222	77.0	81.0	83.0	71.0	
1618511439.8068924	9.989	77.0	82.0	83.0	73.0	
1618511439.8421228	9.989	78.0	82.0	82.0	72.0	
1618511439.87677	9.989	77.0	82.0	83.0	72.0	
1618511439.912313	9.989	78.0	82.0	82.0	72.0	
1618511439.9458323	9.989	76.0	82.0	83.0	72.0	
1618511439.9801853	9.989	77.0	82.0	83.0	72.0	
1618511440.0169437	9.989	76.0	83.0	83.0	72.0	
1618511440.0519254	9.989	78.0	82.0	84.0	72.0	
1618511440.089667	9.989	77.0	82.0	84.0	72.0	
1618511440.127084	9.989	77.0	82.0	82.0	72.0	
1618511440.1614695	9.989	77.0	82.0	83.0	72.0	
1618511440.1951733	9.989	77.0	83.0	84.0	72.0	
1618511440.230581	9.989	78.0	82.0	83.0	73.0	
1618511440.2682557	9.989	78.0	82.0	83.0	72.0	
1618511440.3050096	9.989	78.0	82.0	83.0	73.0	
1618511440.3401833	9.989	77.0	82.0	83.0	72.0	
1618511440.373049	9.989	77.0	82.0	83.0	72.0	
1618511440.408126	9.989	77.0	82.0	83.0	72.0	
1618511440.4437428	9.989	78.0	82.0	83.0	72.0	
1618511440.4750564	9.989	77.0	83.0	84.0	73.0	
1618511440.511598	9.989	78.0	82.0	84.0	73.0	
1618511440.5516756	9.989	78.0	82.0	83.0	72.0	
1618511440.5863996	9.989	77.0	82.0	83.0	72.0	
1618511440.6191788	9.989	78.0	83.0	83.0	73.0	
1618511440.6560876	9.989	77.0	82.0	83.0	73.0	
1618511440.6910849	9.989	77.0	82.0	83.0	72.0	
1618511440.728351	9.989	78.0	82.0	84.0	72.0	
1618511440.7676024	9.989	78.0	82.0	83.0	72.0	
1618511440.8025358	10.065	77.0	82.0	83.0	72.0	
1618511440.835892	10.065	77.0	82.0	83.0	73.0	
1618511440.8739815	10.065	78.0	82.0	83.0	72.0	
1618511440.9070482	10.065	78.0	82.0	84.0	72.0	
1618511440.9428208	10.065	77.0	82.0	83.0	71.0	
1618511440.9798312	10.065	78.0	82.0	84.0	72.0	
1618511441.0164473	10.065	77.0	83.0	84.0	73.0	
1618511441.0546806	10.065	76.0	82.0	84.0	73.0	
1618511441.0943823	10.065	77.0	82.0	84.0	73.0	
1618511441.1280017	10.065	77.0	82.0	84.0	72.0	
1618511441.1608062	10.065	78.0	82.0	84.0	72.0	
1618511441.19714	10.065	77.0	83.0	84.0	72.0	
1618511441.2316916	10.065	78.0	82.0	83.0	72.0	
1618511441.2661228	10.065	78.0	82.0	83.0	72.0	
1618511441.29991	10.065	76.0	83.0	83.0	72.0	
1618511441.3342905	10.065	78.0	82.0	83.0	72.0	
1618511441.3712249	10.065	77.0	82.0	83.0	72.0	
1618511441.4093766	10.065	77.0	82.0	83.0	72.0	
1618511441.4466586	10.065	77.0	82.0	84.0	72.0	
1618511441.4836812	10.065	77.0	82.0	82.0	72.0	
1618511441.5181243	10.065	77.0	83.0	83.0	72.0	
1618511441.557083	10.065	76.0	82.0	83.0	71.0	
1618511441.593806	10.065	77.0	82.0	83.0	72.0	
1618511441.6316054	10.065	77.0	82.0	83.0	73.0	
1618511441.6662652	10.065	78.0	82.0	83.0	72.0	
1618511441.7021606	10.065	77.0	82.0	83.0	72.0	
1618511441.7364798	10.065	78.0	82.0	84.0	72.0	
1618511441.76898	10.065	77.0	82.0	84.0	72.0	
1618511441.8050416	10.065	77.0	83.0	84.0	73.0	
1618511441.8407512	9.951	76.0	82.0	84.0	72.0	
1618511441.872723	9.951	77.0	83.0	83.0	73.0	
1618511441.9062502	9.951	77.0	83.0	83.0	72.0	
1618511441.9427226	9.951	78.0	82.0	83.0	73.0	
1618511441.9787025	9.951	78.0	82.0	84.0	73.0	
1618511442.0145292	9.951	78.0	82.0	83.0	73.0	
1618511442.052232	9.951	77.0	82.0	84.0	73.0	
1618511442.0889833	9.951	77.0	82.0	84.0	73.0	
1618511442.1233268	9.951	77.0	82.0	84.0	73.0	
1618511442.1606464	9.951	78.0	82.0	83.0	72.0	
1618511442.196332	9.951	78.0	82.0	84.0	73.0	
1618511442.230722	9.951	77.0	82.0	84.0	73.0	
1618511442.2673419	9.951	78.0	82.0	84.0	72.0	
1618511442.3030162	9.951	77.0	82.0	83.0	73.0	
1618511442.3403974	9.951	78.0	83.0	83.0	73.0	
1618511442.378437	9.951	78.0	83.0	84.0	73.0	
1618511442.4131775	9.951	78.0	83.0	84.0	73.0	
1618511442.4501479	9.951	77.0	83.0	84.0	73.0	
1618511442.4877653	9.951	79.0	82.0	84.0	72.0	
1618511442.5275455	9.951	77.0	83.0	83.0	72.0	
1618511442.5643477	9.951	76.0	83.0	84.0	72.0	
1618511442.6013758	9.951	78.0	83.0	84.0	72.0	
1618511442.6362562	9.951	78.0	83.0	84.0	73.0	
1618511442.671991	9.951	78.0	83.0	83.0	73.0	
1618511442.7059557	9.951	78.0	83.0	83.0	72.0	
1618511442.742408	10.237	78.0	83.0	84.0	73.0	
1618511442.7783532	10.237	78.0	83.0	84.0	72.0	
1618511442.8185234	10.237	77.0	83.0	83.0	73.0	
1618511442.8535879	10.237	78.0	83.0	83.0	72.0	
1618511442.8902652	10.237	77.0	83.0	84.0	72.0	
1618511442.9252164	10.237	79.0	83.0	84.0	73.0	
1618511442.959879	10.237	79.0	83.0	83.0	72.0	
1618511442.9964728	10.237	78.0	83.0	84.0	73.0	
1618511443.032371	10.237	78.0	83.0	84.0	74.0	
1618511443.0711834	10.237	78.0	83.0	85.0	73.0	
1618511443.107929	10.237	77.0	83.0	85.0	73.0	
1618511443.1413043	10.237	77.0	83.0	84.0	73.0	
1618511443.1739964	10.237	76.0	84.0	83.0	72.0	
1618511443.2079082	10.237	78.0	83.0	84.0	72.0	
1618511443.2407167	10.237	78.0	83.0	84.0	73.0	
1618511443.276825	10.237	77.0	82.0	84.0	72.0	
1618511443.315248	10.237	77.0	82.0	83.0	72.0	
1618511443.3482263	10.237	77.0	82.0	83.0	72.0	
1618511443.3854895	10.237	76.0	82.0	82.0	72.0	
1618511443.4222171	10.237	76.0	81.0	82.0	72.0	
1618511443.4581392	10.237	76.0	81.0	82.0	71.0	
1618511443.4960318	10.237	76.0	81.0	82.0	71.0	
1618511443.5309234	10.237	77.0	81.0	82.0	72.0	
1618511443.5639288	10.237	78.0	81.0	82.0	72.0	
1618511443.5971534	10.237	78.0	81.0	82.0	72.0	
1618511443.6353695	10.237	77.0	82.0	83.0	72.0	
